C,C#,D,D#,E,F,F#,G,G#,A,A#,B,ChordLabel
0.0029762164997284,0.27222934416199657,0.0051909811283553904,0.003506020159709819,0.3118157912696438,0.018566594908991013,0.0380134411160687,0.005366343479462652,0.02117052389361282,0.2897243935827066,0.003034025491905285,0.028406324307818854,A
0.002773535095481992,0.40960078105855624,0.004532005963960244,0.0030962329788544844,0.32878611069292124,0.013382707917944308,0.04321120583579996,0.003706774881856353,0.01933341343866255,0.14784212151409093,0.002936013749151832,0.020799096872719924,A
0.010215109494882503,0.2581827725743696,0.012701140664744233,0.01234478303443608,0.2947758566708601,0.023143025826269297,0.03967197287933434,0.010594807545858046,0.025310761095629145,0.270499582238568,0.009490911762629011,0.033069276212419715,A
0.0032253538391664753,0.2750528204943125,0.007994524818629858,0.004092215735406995,0.37891013909726434,0.053552964334474165,0.015438204791205544,0.00994109207368307,0.016912537805769977,0.20444214404682787,0.004522863634418035,0.025915139328841024,A
0.0015096285451327038,0.1981142991355725,0.006474369836545575,0.0025380639041300635,0.16607412620347298,0.005058036025131672,0.026077213049341585,0.002997131142237113,0.00648032828843041,0.5635251601726139,0.0029840665520388236,0.018167577145352703,A
0.0015630277843740334,0.3728611715239883,0.006963551778536203,0.002620359746936619,0.22122937979851373,0.00500736061335763,0.03415993139953358,0.002526245645202797,0.006610364163733406,0.32197030530946313,0.004066114968087748,0.020422187268272763,A
0.008717410330543558,0.19026770956103153,0.014296264421466743,0.011083884068875016,0.1605729989938804,0.010991262246042967,0.02940752995607059,0.008133314168504177,0.011860761997636854,0.5217715241663138,0.009355978977956479,0.023541361111677924,A
0.004212640002148529,0.3752464680624956,0.014232881372608787,0.005229899254241054,0.2240270326424759,0.021361974166905443,0.018512413630033826,0.012273106070315122,0.0075944048941907465,0.2922387349452884,0.0027127664935210345,0.022357678465775604,A
0.0014123175502120614,0.30112920193323034,0.012335582368640694,0.00684376624504301,0.08108628984926952,0.009257793785719294,0.030244583238831908,0.006302179981658417,0.004309095152033965,0.5349009946721882,0.0031336119734090622,0.00904458324976352,A
0.001650094487981596,0.5576378393243804,0.012604682905481874,0.007147611423483625,0.0818629903393056,0.009029116675913055,0.03928110154652816,0.0049811353905601504,0.005517262457467182,0.26655062307455285,0.004062843587644513,0.009674698786701099,A
0.00889634517523657,0.2844358498903268,0.019121740116704474,0.014748653362880244,0.08346390474175276,0.01466822280153594,0.03282480979817086,0.011312838875069077,0.009643828028906575,0.4966331356296376,0.009219397320522247,0.01503127425925692,A
0.001834907595633396,0.19335085395731413,0.009981793090993927,0.0039642247397736535,0.08343462766543469,0.013684384349458172,0.028859415425215282,0.009781525771481888,0.007637051964924279,0.6365907185201495,0.0029997855744822426,0.007880711345138992,A
0.0035622589795629967,0.2980758503124216,0.018747503161281515,0.006788961470465159,0.24278521906518977,0.015076225762868413,0.01015257631930166,0.005872882844930146,0.01884779034697917,0.35420607045576086,0.005133387301633509,0.020751273979605196,A
0.0032587846929183063,0.4735351036290346,0.016383326366660084,0.006599327479881959,0.2751391195461208,0.013308111048142002,0.00865655796890038,0.004676418536346379,0.02319305335301559,0.15077100517587455,0.006253862292439055,0.018225329910666284,A
0.010690558095570256,0.2806676465177072,0.025396906385706592,0.014896813641990823,0.2317739549318018,0.019619560702577924,0.014630541054714034,0.010515044874454774,0.023398786240059158,0.3310950956788939,0.01129736937244184,0.02601772250408159,A
0.005975488143518095,0.361383753603602,0.032287349310004244,0.00900515548921137,0.28829412527753406,0.02165711493304244,0.010084976923187964,0.010597707952497025,0.022589704532541024,0.2078197820544119,0.006818921852852808,0.023485919927596813,A
0.0011100215877290816,0.167206358381293,0.008355048691342393,0.003819243270167759,0.18443380828619782,0.008819182756320269,0.035263661976029315,0.0032905508892536765,0.01920701674066512,0.4946963109758264,0.002797319753093699,0.07100147669208162,A
0.0013127959191260204,0.3256109883471533,0.008420277964517267,0.003816795429361851,0.2482375567364343,0.00843470144730409,0.04779621343631871,0.0029015733513766827,0.019421354959477107,0.24529465376248558,0.00360734653482903,0.08514574211161623,A
0.008095045107502115,0.16208958982626606,0.015801499103507772,0.0120324965689974,0.17841219162966088,0.01437668616171669,0.03721559659473286,0.008333933082811492,0.023728031119046093,0.4592246765161639,0.009304360075762897,0.07138589421383192,A
0.004880037766058056,0.34591626570475237,0.012210552506470646,0.0050909283789209265,0.04187056440120149,0.033690747384005786,0.0519809590132539,0.0067859158618403395,0.03952824776143862,0.3762377387830686,0.006871682444011326,0.07493635999497791,A
0.004638365628827695,0.23124977698100344,0.01137886184345616,0.007266334800509769,0.30852334403003917,0.015747464565108903,0.03955232991573876,0.015620205869755497,0.07188436480936453,0.12382313024760712,0.004666124683139474,0.16564969662544954,A
0.005185584499094795,0.32482723358632976,0.009005413092420641,0.006705765548871928,0.3302156898771896,0.012373268740532165,0.040712368830584066,0.012497134483752012,0.05895843919904113,0.06671736772632383,0.003447231361025013,0.12935450305483487,A
0.011682874164592181,0.21997289540324333,0.018665960034329028,0.0153283685214029,0.2914539260547187,0.020712814607623652,0.040818597157407426,0.01986706377106715,0.07180496059065752,0.12073730996540448,0.0106491605371949,0.15830606919235854,A
0.012768116600694768,0.2779909084040536,0.012669664719457711,0.00896919735395778,0.24110164580206456,0.03397164808822539,0.041947826847976974,0.013985529553772776,0.08479175713938808,0.07362075730070083,0.018721103849678362,0.1794618443400291,A
0.005222603205975443,0.2402469651737813,0.019617826338602293,0.006373381854046995,0.21287290607351778,0.017985975287654003,0.021883404097498758,0.010259083073310185,0.04596749844512621,0.28841006565442523,0.004140741257780874,0.12701954953828082,A
0.006369469821786674,0.3716244473608967,0.012321336590150585,0.006996232441982115,0.24753442877660173,0.0136887987993682,0.025432704652821776,0.008242625778981515,0.03466086946067213,0.15693802373245683,0.003991598584614537,0.1121994639996671,A
0.012122297059746021,0.2285193876118198,0.02592233934244078,0.014547591520056923,0.20411977197370842,0.022614987950820873,0.02523272043610029,0.014423523429731026,0.047900760061951556,0.2704095836066254,0.010168828193558662,0.1240182088134403,A
0.007056305704715446,0.12617668127435516,0.008231160387624777,0.006027133630738255,0.2531315612136913,0.01527862584560742,0.011853671460080822,0.016302954119033732,0.04793335785810735,0.33065624435990276,0.013243930818258013,0.16410837332788497,A
0.0030326109721339847,0.23585615192963524,0.05120612259965327,0.009707948384209145,0.1405740749845325,0.007884674389329278,0.002989815655145637,0.0027595040834363467,0.009386662746302735,0.5182368886477453,0.00609834298755749,0.01226720262031917,A
0.003011130572352621,0.41037982980411586,0.06135482971413402,0.009743035124352721,0.19682045075479584,0.007351486143847703,0.0027691438545221106,0.0023692825991194237,0.010939100598090471,0.2725693022784108,0.00975003583109916,0.012942372725159414,A
0.009916529076562892,0.22584494475464453,0.054258150501738524,0.017235935055117724,0.13807072920335192,0.013026994621325005,0.00801279023236177,0.008029204512917703,0.014184046285357483,0.481136239647329,0.01202946556403373,0.0182549705452596,A
0.006909337306878961,0.3897921323458896,0.01578796764899705,0.010618732942980075,0.13707737092538924,0.010295154344070245,0.006688986939351012,0.004394485631085942,0.009124564925919326,0.387492146315052,0.005122088251559741,0.01669703242282675,A
0.0029847377884118197,0.3293790896466887,0.03232554090907578,0.00833783855513499,0.20429392709930494,0.02068939354911084,0.034791264895700634,0.005358795112517399,0.008878333336537968,0.32951961390035905,0.004788211199739132,0.0186532540074188,A
0.002715622418791406,0.4618127979937223,0.029759988468796725,0.006875095540269562,0.219442142050917,0.015122752389466322,0.03657418226674843,0.003523420493585016,0.007812648318474407,0.19575363220357073,0.006048981563406107,0.01455873629225206,A
0.010194341948773071,0.3084398203972219,0.037818243107796794,0.016118882207461004,0.19648089187109266,0.025270953858010793,0.03733800287371183,0.01042911240868752,0.014119062779251262,0.3088960811069688,0.011240599646565607,0.023654007794458642,A
0.004418519534602942,0.2952212417391687,0.028493117011950175,0.009381579736243793,0.13463902936986527,0.029146037673315965,0.023955390858287143,0.007148840557096904,0.010944233083831514,0.4347582987417414,0.004073367815014301,0.017820343878881813,A
0.001293386225111213,0.1423317770979786,0.007645316673732802,0.00793741680502162,0.36830296438048826,0.04633022519661884,0.023714923072526976,0.013795171454349647,0.009663811846278883,0.3680899361094109,0.0065060326415242115,0.004389038496958089,A
0.0012087340039391749,0.16234051456828838,0.006376512097536217,0.006347429338912709,0.30970710304068094,0.0379542635727178,0.02348616529799976,0.009782111422021506,0.009038669220463858,0.4222870534381909,0.008771874706665652,0.002699569292583019,A
0.008625322240635013,0.13788887954638793,0.015090064819814085,0.015850883574479845,0.3463062679209967,0.04897442953608483,0.02712892868811966,0.018413134576926705,0.014650288258776878,0.3434433389470754,0.012858811688785176,0.010769650201917742,A
0.0023826478853837384,0.0769500741948401,0.00978149154874699,0.021239877132602544,0.3287532447992979,0.06513438217208513,0.030076637097373377,0.020604959745084497,0.016142389276394883,0.4137728649760653,0.010677708548023601,0.004483722624101543,A
0.0009158013767077003,0.1617864351266538,0.014072795234468354,0.0028735548334079455,0.15786179583405796,0.012737919293188052,0.047060875966888835,0.003593245804070958,0.014581934056896407,0.513782641947955,0.0021155731207211427,0.06861742740498367,A
0.0011648219584079887,0.33625014893387123,0.013731287036663537,0.003493218807930978,0.1882371773267031,0.013731144440910227,0.07239664021501185,0.003326269759337509,0.01628925742223604,0.2692339764249505,0.0034854206122557174,0.07866063706172131,A
0.007980661636166994,0.15585010886290887,0.020880953581857275,0.011427481379025708,0.1521899281476526,0.017368423358000463,0.04857205419407873,0.00867200710722618,0.019565153699465185,0.47872259971308895,0.008326314906189621,0.07044431341433925,A
0.0030150668353940324,0.08513963327053246,0.017976808182637822,0.00274105433186277,0.21650865112538858,0.019726391465903256,0.042739566430928154,0.005357136612449295,0.011639108497314166,0.5359322071763105,0.0044291504650252524,0.054795225606253585,A
0.002867978762159385,0.1688303859654289,0.005864434874365249,0.008071012088880954,0.18241457128354097,0.01975876605100307,0.019370431152696228,0.008461554903737975,0.019509498028970312,0.47456802175488794,0.004106623308905638,0.08617672182542327,A
0.0030864333002061017,0.3168901482706736,0.006784476236310974,0.009021438146282253,0.21461779498731287,0.018862909777985923,0.028893490239812154,0.007585155381377967,0.017763969022630634,0.26673913407830474,0.0047762245434464674,0.10497882601565611,A
0.009829197171917554,0.16366164544125913,0.013394333635647761,0.015509359519352353,0.17672813731622417,0.02438256094180826,0.022834015889507436,0.013117624873507795,0.022987278675211,0.44185767013472443,0.010479840708235804,0.08521833569260438,A
0.004952479139222187,0.27409740017811435,0.010636349319665327,0.016745863201063096,0.3003658078637404,0.02100687808033541,0.022620991648788034,0.02010365261131153,0.036910084673621196,0.21546564477189104,0.0036001249929553526,0.07349472351929191,A
0.001955967573712846,0.3159026024781551,0.013051807617636052,0.006172256217051055,0.17055453360962977,0.01628410921963365,0.010477739224536564,0.006348789949927825,0.03755561641819805,0.37689167614872154,0.006088455178590478,0.03871644636420697,A
0.002081468349919303,0.4893221781319961,0.010281676942319866,0.005912541462929775,0.20644734551484564,0.01618660515799037,0.009861167019211874,0.0050366564030345,0.03837869922920615,0.17459624737767857,0.007281772886383912,0.03461364152448379,A
0.009083896072421065,0.2971890790912906,0.020346339930711693,0.01419949603653943,0.16575772639640546,0.021126286105080494,0.014502269635374522,0.01164626908312197,0.039927563203736006,0.3519658027434473,0.012068193800487794,0.042187077901383666,A
0.0035269772098447992,0.3546374938394988,0.013769342357310557,0.005232038069489843,0.24112491052646923,0.01977863155161905,0.007890217186722266,0.006775667987926028,0.023801312994239255,0.29553695017854237,0.006961333720832107,0.020965124377505775,A
0.004721667609787993,0.19513874920597551,0.018379644761769127,0.004908765259044372,0.10586228456215091,0.01587754178193861,0.03432819199197568,0.006076265969484419,0.02308020256964573,0.5339576300068715,0.004538068780552652,0.053130987500803424,A
0.005964411099539906,0.4029366802486679,0.020489774327061182,0.005665675681508056,0.13295779186057707,0.016356442632546913,0.04225050019715222,0.00572869375517111,0.028281885450505535,0.2604464341799964,0.005969031093011228,0.07295267947426246,A
0.011772854946755153,0.18706038574921566,0.02487860459533835,0.013196097463246488,0.10706465918370947,0.020115476149356132,0.036234625026019596,0.01131075159019226,0.027285547972877907,0.49436433181079137,0.010505514865089497,0.05621115064740822,A
0.00382695216077101,0.1498291316542306,0.0206229187431293,0.0034174536418691576,0.09780146608471449,0.013693305788529748,0.03014928582196113,0.007988705626617089,0.018145212985703353,0.6069803310291108,0.004997095780407954,0.0425481406829553,A
0.0032312076019895266,0.2439126835574996,0.03882534052176119,0.005751916496950416,0.10933598675845783,0.009632703875832215,0.023034906230771566,0.011423815104282132,0.03010268266536772,0.4287173284332718,0.003271822223799481,0.0927596065300164,A
0.003942930247447238,0.39172134487607235,0.04589640137370687,0.006977428572450765,0.14008280475878948,0.011033599304295951,0.031666647676840826,0.010355374065940674,0.025135422194497017,0.22706593283910279,0.004302899595847424,0.10181921449500854,A
0.01027941768710573,0.23056913209254332,0.04327957776925787,0.014022822361534626,0.10842626314471109,0.01489475733690964,0.026783256320686382,0.015696298259190656,0.033420356554926714,0.4013259479840619,0.009497659440593675,0.09180451104847838,A
0.0067475029099818545,0.2934245205173707,0.01965688692634632,0.0039297942916191805,0.06420815426137672,0.011879849245893795,0.004379952757456747,0.011697547469115247,0.01729084885840224,0.4992358835748444,0.00969236891030406,0.0578566902772888,A
0.004899249033000251,0.1870942741899883,0.05915324371483488,0.0047983150478346165,0.29846100951091953,0.032417130386612356,0.03313251349686279,0.00606212546222268,0.013051704548326744,0.33875986631130717,0.002126620327939936,0.020043947970150706,A
0.004322808468361414,0.25313102386711916,0.0703505729271623,0.005153950430824523,0.4058980128865667,0.025628089751671242,0.03483965783602335,0.0052942434627986186,0.00939868396727258,0.1640034072068377,0.002454685594929102,0.01952486360043323,A
0.011250985474468173,0.17873284290713737,0.06180431484355543,0.012892356786789915,0.2848275944265901,0.03614906853094701,0.035431302756598136,0.010947251575055815,0.017684196178210376,0.31651084861181,0.008462896936526198,0.025306340972311447,A
0.007554609738020893,0.20934293044214008,0.08457049587148661,0.005643637801128951,0.46403072815990776,0.0620532618967847,0.020753206431045834,0.004463263223802147,0.015054565704087256,0.10688350480633974,0.0014566939310181656,0.018193101994237945,A
0.0027726703872523357,0.27206060007230204,0.0425296033096729,0.007547936338974027,0.27032075893787133,0.014576996002340933,0.0178016916100326,0.0077107389244505335,0.010725657547481872,0.3326418886431508,0.003418074998366022,0.017893383228104506,A
0.0026417985699601445,0.43009728836487493,0.0428253700747464,0.007638458536101484,0.2936247000304609,0.012637246263468353,0.01618612377844769,0.0056449879085972675,0.01036704265538011,0.15579796557518685,0.0027908944805933675,0.019748123762182532,A
0.009770398138657831,0.256361788651591,0.04712491824606724,0.015909140859060714,0.257460172198327,0.019472285088963356,0.02164514869593494,0.012376000393832664,0.015699094122835752,0.3117894658275252,0.009478051093487589,0.022913536683716564,A
0.0031424536391975655,0.20633033607687817,0.04704903992492517,0.009319314062979967,0.23994451579718126,0.01632080468953538,0.010575864016689787,0.008104618260202544,0.010470821888401401,0.432388812199423,0.00583985958487339,0.010513559859712564,A
0.002724187445655491,0.534860701691076,0.012216490580450276,0.045879900136704496,0.051295482507444354,0.014827256638584358,0.010861794595645794,0.006085114175796456,0.028112590865061307,0.2182788957218533,0.006069265540788815,0.06878832010093919,A
0.002056295533179766,0.7435235008601354,0.008917265819738859,0.03427807301351733,0.031079229459407387,0.009660289305980325,0.008587199258195434,0.0038862073280081363,0.01988583170229963,0.09459170961563311,0.005471541135650178,0.03806285696825458,A
0.009741096149468716,0.49889187135868984,0.01935897505533413,0.050340371908442844,0.056228138328887935,0.020017502104759506,0.015258418374025744,0.011134248915919907,0.0316241670125854,0.20582214263423573,0.012223376231645206,0.06935969192600501,A
0.0027790168692811766,0.5230617409433936,0.0061666968330948485,0.041649089110125215,0.05948541651771326,0.00623316759446238,0.00606968659663348,0.005900995820307089,0.018865124657750535,0.2287865470786018,0.003985846436990371,0.09701667154164625,A
0.006763175324531805,0.18774599747270435,0.026602536367192117,0.0062357679640876185,0.13653562560962434,0.00805148567430832,0.020118649792322616,0.013928278322506512,0.01318910510603221,0.5172285814569687,0.004500053619000154,0.05910074329072111,A
0.0077008213815760685,0.33055674828784914,0.03703341753320529,0.007871189744906047,0.21124564953304326,0.009399472682769014,0.026718844661698944,0.012600478045228111,0.014447335452318962,0.2622326753150219,0.006010046853694001,0.0741833205086891,A
0.013692344675288166,0.17913674857222514,0.03253857352743581,0.014206080888038547,0.13366408379821476,0.013336647207487472,0.023269688922052716,0.01826615678858086,0.017982288737484954,0.48166028516461495,0.01063356605806417,0.0616135356605123,A
0.007594651004287305,0.26452321712506055,0.02880285124317772,0.0058466984097460175,0.0783178206981999,0.018668974096919404,0.01744409943031491,0.010841507473928263,0.014055379298180072,0.47577579749189763,0.0039022085020708804,0.07422679522621738,A
0.001997155962121312,0.39251633390037405,0.008307552994236496,0.021167051311766383,0.032674448579765085,0.0077531357151508695,0.006743131992330498,0.005450008396674974,0.01014928743883275,0.46780140345616567,0.004178146030433137,0.04126234422214889,A
0.0017252376081705622,0.6841673262969798,0.007537450106919442,0.01925411946326613,0.025405585323365846,0.00547652474208479,0.006170389089720329,0.003918473455533083,0.00820426964555884,0.2063956128912588,0.0050215705401652905,0.026723440836976853,A
0.009025336850761212,0.368572030676468,0.01578046131817337,0.028061313395777436,0.039108811156770985,0.013152535239568868,0.01142131891737831,0.010216951808307775,0.015198123155071103,0.43483603002575477,0.009930387457773658,0.04469669999819454,A
0.003256270457970256,0.42147861267674513,0.017534768667634794,0.015728566310353707,0.07658855009578437,0.012735735816723465,0.0034583194715924036,0.008451076083932335,0.02116115050492688,0.34455710716976173,0.0032121694742428793,0.07183767327033207,A
0.0018651064778560475,0.31580037777215797,0.009617380381288577,0.008659487276790646,0.07647524029026698,0.03820343404848947,0.02122239873773796,0.010533323676673914,0.011673348903223942,0.49262196558039884,0.0057648989584838375,0.0075630378966317635,A
0.002425872527684531,0.30478610776398596,0.007521016309405473,0.008648048594571064,0.07467146893907509,0.04189028212842712,0.02180339730357198,0.009574311917164997,0.01337795232637657,0.5003051029921809,0.007740189271519188,0.007256249926036961,A
0.009033180751218658,0.29824703689342175,0.017531071741064407,0.016223174182133995,0.07927993274346812,0.041610602652756186,0.02469771883347673,0.015075677005617044,0.01643458420251747,0.4560995081502974,0.012228046204957025,0.013539466639071285,A
0.006081060604577419,0.5417942867960608,0.008954423765402276,0.004731416563947112,0.071289303665543,0.08092033991360559,0.027167441788156402,0.01587889411303581,0.023098912322626043,0.20466185814795027,0.004675160200869981,0.010746902118225425,A
0.0014766163579458577,0.15199663321876,0.021489514807759926,0.008272815996007595,0.16425542173362506,0.013389420544037448,0.013444166069535976,0.0023071147332428973,0.010045214798644397,0.5952395864144029,0.004611717063697558,0.013471778262340363,A
0.0018337481181486196,0.34176399298454113,0.030701254126685368,0.010256133647988193,0.22167963111061278,0.014794854063010357,0.016363523604196434,0.0025076970337230427,0.011898447855557688,0.3243012745305186,0.007120932686275932,0.01677851023874168,A
0.008674666675758084,0.14591592011643856,0.027441659281952524,0.01594617514112965,0.16113394384701052,0.01795826030205008,0.016971918367293674,0.00726625101860227,0.014650322587674439,0.5536122382676822,0.01057584478855125,0.019852799605856716,A
0.0017486254962851139,0.1386813152126769,0.013229262712801677,0.007167811523947962,0.07380922225277557,0.007386287646283277,0.006172698778996369,0.0036013557363599445,0.009885507406185674,0.7263489040175817,0.00391563003039323,0.008053379185712575,A
0.002730156720752886,0.3065403421789844,0.027939635048358797,0.010214990362704261,0.17450708662423,0.01425860826379764,0.024386410077898574,0.023176192298943018,0.03508066323606858,0.3283835366653808,0.002774270949153606,0.0500081075737277,A
0.0023033646485424468,0.4844807039088418,0.02410818484343718,0.008569855939282276,0.2192548735886552,0.012176818699243638,0.021834634143538943,0.015326573861152807,0.02953941328844323,0.13566085056125093,0.0023543876965934443,0.044390338821018095,A
0.009754762196875969,0.2896981624914467,0.03343153542170146,0.017839028968095184,0.1684526186301694,0.019101862907103525,0.027063446645220604,0.026845234951851205,0.037559020610395163,0.30782839131262135,0.00911049982158344,0.05331543604293609,A
0.004613834739880141,0.21938845597985424,0.027536475746361068,0.010697680638235067,0.2281201181032852,0.009496555296286933,0.010702535779492532,0.018059712059609385,0.026903316902209748,0.39734686454527196,0.005051743201621938,0.0420827070078918,A
0.0026174525532424693,0.16108690293377745,0.02004832962550609,0.005280816102251812,0.17477747710027713,0.0077055619254094284,0.01679223249059497,0.0037293035785108215,0.013148284777912958,0.5265844454969725,0.0038229905440324064,0.06440620287151197,A
0.0028558347306466597,0.33508543684487524,0.02295307981421629,0.005163851475939612,0.2697694554589745,0.007407339008329567,0.01932622098259047,0.002819477234533508,0.01345445098965428,0.25448042670537,0.003676044700582919,0.0630083820542869,A
0.009695468634062154,0.1559889837731919,0.026414159145610468,0.013492498316178176,0.16841897054636315,0.013542106665919446,0.021072178457343528,0.008845304268396728,0.017699887758982586,0.48867001809717936,0.009782097087759423,0.06637832724901317,A
0.004519213396742027,0.1334637172149277,0.01687414269199308,0.0042280621679217445,0.09559446929757771,0.014834522922371921,0.011949347754124033,0.007351461383384662,0.011957636620872784,0.6552321133429111,0.008781715552131959,0.03521359765504123,A
0.001841035851629474,0.17971128046814566,0.0610005334709265,0.013957664042644594,0.16194783057087628,0.011526548418400884,0.024275286807022498,0.009897534652575368,0.05302617018394222,0.39050060887485927,0.0040861647637387005,0.08822934189523858,A
0.002182277297924334,0.3494369975168596,0.0459285533868933,0.014875702740409707,0.2158841047666499,0.010480018417242956,0.025803677074721757,0.007297803168611681,0.053342630252406015,0.18139960161495491,0.005602600100316457,0.08776603366300931,A
0.009140477553158107,0.17278259716792643,0.06393791951374037,0.021904213595889864,0.15730794823361327,0.016500566085571617,0.02795226958210346,0.014169533092485137,0.05400679597068871,0.3648567217305237,0.010143771230769991,0.08729718624352946,A
0.0033002796459604047,0.1655354769203675,0.04261771557514977,0.012225671352596496,0.18890050499515126,0.01052368216464761,0.015287495397306455,0.006903716659122943,0.05109421195989772,0.4486045822437903,0.0047586115986021135,0.050248051487407526,A
0.002508018912015555,0.12311909289676409,0.09922203844892706,0.006842383734627609,0.2966069120601525,0.004792221473799625,0.03653724957728453,0.006365088459838351,0.040813175997139975,0.24580344387539724,0.0044383829581312005,0.13295199160592225,A
0.0026508115237513586,0.16562378679502412,0.10646049711311908,0.0080694724177579,0.37662642756877746,0.004258730404170296,0.039439311868759035,0.005400294909786407,0.038820418247786294,0.12188456962883498,0.004783761678132165,0.1259819178441008,A
0.009448634384509276,0.12140878016994287,0.09921167943335492,0.014828646066789363,0.2802247723403835,0.010750670587405144,0.03876978632923319,0.011481390738150084,0.04335415911257325,0.2302799091301032,0.010845435701655753,0.1293961360058994,A
0.006863823952537746,0.09781896901957056,0.10591960680252188,0.007052022614790147,0.2565964686778903,0.008889854991504726,0.037278757876235843,0.008851593823533756,0.05553511121507623,0.3146418457884852,0.019819739247284873,0.08073220599056855,A
0.0008105746388539744,0.10903502284082825,0.008571115003091915,0.004097459419918753,0.17684286163318186,0.009579135073063511,0.037200624885144674,0.005707832779755237,0.011368646387768567,0.6167280796160103,0.0030551515517175136,0.017003496170665454,A
0.000982492617881927,0.23669550259175767,0.009344958015665225,0.003598129364962809,0.34519597631983195,0.008862814460620027,0.04966751291063892,0.004779224345949128,0.012661091382865032,0.30748088912389004,0.0036894534775043,0.017041955388433058,A
0.008196957755017723,0.10795503728488366,0.01628624722085602,0.012745069731042408,0.1731704829369371,0.014942849423490816,0.03841373496742417,0.010552581980618763,0.01612224227668018,0.5702023551212987,0.00925480003634962,0.022157641265400898,A
0.0016676545201343236,0.0941765433300274,0.004769290224655156,0.003351485126436486,0.09867107343757694,0.0254579953369133,0.04748289118578652,0.007694574277174036,0.02140609185347986,0.675377813571545,0.002067054424123103,0.017877532712147724,A
0.001347222261012421,0.2680417613157331,0.0080371815611241,0.0014433404124322654,0.28588826983195537,0.005248571705071516,0.004199037392423234,0.0069628627495239796,0.06772015523597899,0.32641731341523994,0.00429328498756689,0.02040099913193835,A
0.0009911384725437248,0.3774691647030493,0.004910060936314026,0.0010582516740350932,0.31233921005201465,0.003874492311484049,0.0028985273960114685,0.003995930782040094,0.054595971946601186,0.21985133781620447,0.004222318558609656,0.013793595351092461,A
0.008421824931913844,0.2550628286227497,0.015323654656470731,0.00983592432231676,0.26957412864936553,0.01081569664107982,0.008765643488630312,0.0118271294406577,0.06683073357061382,0.30706523350420556,0.010584670903969057,0.025892531268027198,A
0.0015753829050857316,0.27736133312273975,0.003958519609948136,0.0022115221714824403,0.1884979533138229,0.004757352323610958,0.004451924765025591,0.005129005990489411,0.04673446958039559,0.4388713909351933,0.0019038354103175714,0.02454730987188858,A
0.0024255987862809246,0.27359810487665,0.0014219920446465596,0.008191640910444161,0.12787387619857887,0.004247924976487131,0.0025770083221600053,0.011911532282820676,0.08475381807399911,0.46354433562512565,0.006617452729149304,0.012836715173657642,A
